,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,class
844,b'A14',18.0,b'A32',b'A42',3422.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A122',47.0,b'A141',b'A152',3.0,b'A173',2.0,b'A192',b'A201',1
845,b'A12',21.0,b'A32',b'A42',3976.0,b'A65',b'A74',2.0,b'A93',b'A101',3.0,b'A123',35.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
846,b'A14',18.0,b'A32',b'A40',6761.0,b'A65',b'A73',2.0,b'A93',b'A101',4.0,b'A123',68.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
847,b'A14',24.0,b'A32',b'A40',1249.0,b'A61',b'A72',4.0,b'A94',b'A101',2.0,b'A121',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
848,b'A11',9.0,b'A32',b'A43',1364.0,b'A61',b'A74',3.0,b'A93',b'A101',4.0,b'A121',59.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
849,b'A11',12.0,b'A32',b'A43',709.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A121',57.0,b'A142',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
850,b'A11',20.0,b'A34',b'A40',2235.0,b'A61',b'A73',4.0,b'A94',b'A103',2.0,b'A122',33.0,b'A141',b'A151',2.0,b'A173',1.0,b'A191',b'A202',2
851,b'A14',24.0,b'A34',b'A41',4042.0,b'A65',b'A74',3.0,b'A93',b'A101',4.0,b'A122',43.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
852,b'A14',15.0,b'A34',b'A43',1471.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A124',35.0,b'A143',b'A153',2.0,b'A173',1.0,b'A192',b'A201',1
853,b'A11',18.0,b'A31',b'A40',1442.0,b'A61',b'A74',4.0,b'A93',b'A101',4.0,b'A124',32.0,b'A143',b'A153',2.0,b'A172',2.0,b'A191',b'A201',2
854,b'A14',36.0,b'A33',b'A40',10875.0,b'A61',b'A75',2.0,b'A93',b'A101',2.0,b'A123',45.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
855,b'A14',24.0,b'A32',b'A40',1474.0,b'A62',b'A72',4.0,b'A94',b'A101',3.0,b'A121',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
856,b'A14',10.0,b'A32',b'A48',894.0,b'A65',b'A74',4.0,b'A92',b'A101',3.0,b'A122',40.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
857,b'A14',15.0,b'A34',b'A42',3343.0,b'A61',b'A73',4.0,b'A93',b'A101',2.0,b'A124',28.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',1
858,b'A11',15.0,b'A32',b'A40',3959.0,b'A61',b'A73',3.0,b'A92',b'A101',2.0,b'A122',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
859,b'A14',9.0,b'A32',b'A40',3577.0,b'A62',b'A73',1.0,b'A93',b'A103',2.0,b'A121',26.0,b'A143',b'A151',1.0,b'A173',2.0,b'A191',b'A202',1
860,b'A14',24.0,b'A34',b'A41',5804.0,b'A64',b'A73',4.0,b'A93',b'A101',2.0,b'A121',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
861,b'A14',18.0,b'A33',b'A49',2169.0,b'A61',b'A73',4.0,b'A94',b'A101',2.0,b'A123',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
862,b'A11',24.0,b'A32',b'A43',2439.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A121',35.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
863,b'A14',27.0,b'A34',b'A42',4526.0,b'A64',b'A72',4.0,b'A93',b'A101',2.0,b'A121',32.0,b'A142',b'A152',2.0,b'A172',2.0,b'A192',b'A201',1
864,b'A14',10.0,b'A32',b'A42',2210.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',25.0,b'A141',b'A151',1.0,b'A172',1.0,b'A191',b'A201',2
865,b'A14',15.0,b'A32',b'A42',2221.0,b'A63',b'A73',2.0,b'A92',b'A101',4.0,b'A123',20.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
866,b'A11',18.0,b'A32',b'A43',2389.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A123',27.0,b'A142',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
867,b'A14',12.0,b'A34',b'A42',3331.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A122',42.0,b'A142',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
868,b'A14',36.0,b'A32',b'A49',7409.0,b'A65',b'A75',3.0,b'A93',b'A101',2.0,b'A122',37.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
869,b'A11',12.0,b'A32',b'A42',652.0,b'A61',b'A75',4.0,b'A92',b'A101',4.0,b'A122',24.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
870,b'A14',36.0,b'A33',b'A42',7678.0,b'A63',b'A74',2.0,b'A92',b'A101',4.0,b'A123',40.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
871,b'A13',6.0,b'A34',b'A40',1343.0,b'A61',b'A75',1.0,b'A93',b'A101',4.0,b'A121',46.0,b'A143',b'A152',2.0,b'A173',2.0,b'A191',b'A202',1
872,b'A11',24.0,b'A34',b'A49',1382.0,b'A62',b'A74',4.0,b'A93',b'A101',1.0,b'A121',26.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
873,b'A14',15.0,b'A32',b'A44',874.0,b'A65',b'A72',4.0,b'A92',b'A101',1.0,b'A121',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
874,b'A11',12.0,b'A32',b'A42',3590.0,b'A61',b'A73',2.0,b'A93',b'A102',2.0,b'A122',29.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A201',1
875,b'A12',11.0,b'A34',b'A40',1322.0,b'A64',b'A73',4.0,b'A92',b'A101',4.0,b'A123',40.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
876,b'A11',18.0,b'A31',b'A43',1940.0,b'A61',b'A72',3.0,b'A93',b'A102',4.0,b'A124',36.0,b'A141',b'A153',1.0,b'A174',1.0,b'A192',b'A201',1
877,b'A14',36.0,b'A32',b'A43',3595.0,b'A61',b'A75',4.0,b'A93',b'A101',2.0,b'A123',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
878,b'A11',9.0,b'A32',b'A40',1422.0,b'A61',b'A72',3.0,b'A93',b'A101',2.0,b'A124',27.0,b'A143',b'A153',1.0,b'A174',1.0,b'A192',b'A201',2
879,b'A14',30.0,b'A34',b'A43',6742.0,b'A65',b'A74',2.0,b'A93',b'A101',3.0,b'A122',36.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
880,b'A14',24.0,b'A32',b'A41',7814.0,b'A61',b'A74',3.0,b'A93',b'A101',3.0,b'A123',38.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
881,b'A14',24.0,b'A32',b'A41',9277.0,b'A65',b'A73',2.0,b'A91',b'A101',4.0,b'A124',48.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',1
882,b'A12',30.0,b'A34',b'A40',2181.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A121',36.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
883,b'A14',18.0,b'A34',b'A43',1098.0,b'A61',b'A71',4.0,b'A92',b'A101',4.0,b'A123',65.0,b'A143',b'A152',2.0,b'A171',1.0,b'A191',b'A201',1
884,b'A12',24.0,b'A32',b'A42',4057.0,b'A61',b'A74',3.0,b'A91',b'A101',3.0,b'A123',43.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
885,b'A11',12.0,b'A32',b'A46',795.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A122',53.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
886,b'A12',24.0,b'A34',b'A49',2825.0,b'A65',b'A74',4.0,b'A93',b'A101',3.0,b'A124',34.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
887,b'A12',48.0,b'A32',b'A49',15672.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A123',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
888,b'A14',36.0,b'A34',b'A40',6614.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',34.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
889,b'A14',28.0,b'A31',b'A41',7824.0,b'A65',b'A72',3.0,b'A93',b'A103',4.0,b'A121',40.0,b'A141',b'A151',2.0,b'A173',2.0,b'A192',b'A201',1
890,b'A11',27.0,b'A34',b'A49',2442.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',43.0,b'A142',b'A152',4.0,b'A174',2.0,b'A192',b'A201',1
891,b'A14',15.0,b'A34',b'A43',1829.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',46.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
892,b'A11',12.0,b'A34',b'A40',2171.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A122',38.0,b'A141',b'A152',2.0,b'A172',1.0,b'A191',b'A202',1
893,b'A12',36.0,b'A34',b'A41',5800.0,b'A61',b'A73',3.0,b'A93',b'A101',4.0,b'A123',34.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
894,b'A14',18.0,b'A34',b'A43',1169.0,b'A65',b'A73',4.0,b'A93',b'A101',3.0,b'A122',29.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
895,b'A14',36.0,b'A33',b'A41',8947.0,b'A65',b'A74',3.0,b'A93',b'A101',2.0,b'A123',31.0,b'A142',b'A152',1.0,b'A174',2.0,b'A192',b'A201',1
896,b'A11',21.0,b'A32',b'A43',2606.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A122',28.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',1
897,b'A14',12.0,b'A34',b'A42',1592.0,b'A64',b'A74',3.0,b'A92',b'A101',2.0,b'A122',35.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A202',1
898,b'A14',15.0,b'A32',b'A42',2186.0,b'A65',b'A74',1.0,b'A92',b'A101',4.0,b'A121',33.0,b'A141',b'A151',1.0,b'A172',1.0,b'A191',b'A201',1
899,b'A11',18.0,b'A32',b'A42',4153.0,b'A61',b'A73',2.0,b'A93',b'A102',3.0,b'A123',42.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
900,b'A11',16.0,b'A34',b'A40',2625.0,b'A61',b'A75',2.0,b'A93',b'A103',4.0,b'A122',43.0,b'A141',b'A151',1.0,b'A173',1.0,b'A192',b'A201',2
901,b'A14',20.0,b'A34',b'A40',3485.0,b'A65',b'A72',2.0,b'A91',b'A101',4.0,b'A121',44.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
902,b'A14',36.0,b'A34',b'A41',10477.0,b'A65',b'A75',2.0,b'A93',b'A101',4.0,b'A124',42.0,b'A143',b'A153',2.0,b'A173',1.0,b'A191',b'A201',1
903,b'A14',15.0,b'A32',b'A43',1386.0,b'A65',b'A73',4.0,b'A94',b'A101',2.0,b'A121',40.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',1
904,b'A14',24.0,b'A32',b'A43',1278.0,b'A61',b'A75',4.0,b'A93',b'A101',1.0,b'A121',36.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
905,b'A11',12.0,b'A32',b'A43',1107.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',20.0,b'A143',b'A151',1.0,b'A174',2.0,b'A192',b'A201',1
906,b'A11',21.0,b'A32',b'A40',3763.0,b'A65',b'A74',2.0,b'A93',b'A102',2.0,b'A121',24.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A202',1
907,b'A12',36.0,b'A32',b'A46',3711.0,b'A65',b'A73',2.0,b'A94',b'A101',2.0,b'A123',27.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
908,b'A14',15.0,b'A33',b'A41',3594.0,b'A61',b'A72',1.0,b'A92',b'A101',2.0,b'A122',46.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
909,b'A12',9.0,b'A32',b'A40',3195.0,b'A65',b'A73',1.0,b'A92',b'A101',2.0,b'A121',33.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
910,b'A14',36.0,b'A33',b'A43',4454.0,b'A61',b'A73',4.0,b'A92',b'A101',4.0,b'A121',34.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
911,b'A12',24.0,b'A34',b'A42',4736.0,b'A61',b'A72',2.0,b'A92',b'A101',4.0,b'A123',25.0,b'A141',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
912,b'A12',30.0,b'A32',b'A43',2991.0,b'A65',b'A75',2.0,b'A92',b'A101',4.0,b'A123',25.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
913,b'A14',11.0,b'A32',b'A49',2142.0,b'A64',b'A75',1.0,b'A91',b'A101',2.0,b'A121',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
914,b'A11',24.0,b'A31',b'A49',3161.0,b'A61',b'A73',4.0,b'A93',b'A101',2.0,b'A122',31.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',2
915,b'A12',48.0,b'A30',b'A41',18424.0,b'A61',b'A73',1.0,b'A92',b'A101',2.0,b'A122',32.0,b'A141',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
916,b'A14',10.0,b'A32',b'A41',2848.0,b'A62',b'A73',1.0,b'A93',b'A102',2.0,b'A121',32.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',1
917,b'A11',6.0,b'A32',b'A40',14896.0,b'A61',b'A75',1.0,b'A93',b'A101',4.0,b'A124',68.0,b'A141',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
918,b'A11',24.0,b'A32',b'A42',2359.0,b'A62',b'A71',1.0,b'A91',b'A101',1.0,b'A122',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
919,b'A11',24.0,b'A32',b'A42',3345.0,b'A61',b'A75',4.0,b'A93',b'A101',2.0,b'A122',39.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',2
920,b'A14',18.0,b'A34',b'A42',1817.0,b'A61',b'A73',4.0,b'A92',b'A101',2.0,b'A124',28.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
921,b'A14',48.0,b'A33',b'A43',12749.0,b'A63',b'A74',4.0,b'A93',b'A101',1.0,b'A123',37.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
922,b'A11',9.0,b'A32',b'A43',1366.0,b'A61',b'A72',3.0,b'A92',b'A101',4.0,b'A122',22.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
923,b'A12',12.0,b'A32',b'A40',2002.0,b'A61',b'A74',3.0,b'A93',b'A101',4.0,b'A122',30.0,b'A143',b'A151',1.0,b'A173',2.0,b'A192',b'A201',1
924,b'A11',24.0,b'A31',b'A42',6872.0,b'A61',b'A72',2.0,b'A91',b'A101',1.0,b'A122',55.0,b'A141',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
925,b'A11',12.0,b'A31',b'A40',697.0,b'A61',b'A72',4.0,b'A93',b'A101',2.0,b'A123',46.0,b'A141',b'A152',2.0,b'A173',1.0,b'A192',b'A201',2
926,b'A11',18.0,b'A34',b'A42',1049.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A122',21.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
927,b'A11',48.0,b'A32',b'A41',10297.0,b'A61',b'A74',4.0,b'A93',b'A101',4.0,b'A124',39.0,b'A142',b'A153',3.0,b'A173',2.0,b'A192',b'A201',2
928,b'A14',30.0,b'A32',b'A43',1867.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A123',58.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
929,b'A11',12.0,b'A33',b'A40',1344.0,b'A61',b'A73',4.0,b'A93',b'A101',2.0,b'A121',43.0,b'A143',b'A152',2.0,b'A172',2.0,b'A191',b'A201',1
930,b'A11',24.0,b'A32',b'A42',1747.0,b'A61',b'A72',4.0,b'A93',b'A102',1.0,b'A122',24.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A202',1
931,b'A12',9.0,b'A32',b'A43',1670.0,b'A61',b'A72',4.0,b'A92',b'A101',2.0,b'A123',22.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
932,b'A14',9.0,b'A34',b'A40',1224.0,b'A61',b'A73',3.0,b'A93',b'A101',1.0,b'A121',30.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
933,b'A14',12.0,b'A34',b'A43',522.0,b'A63',b'A75',4.0,b'A93',b'A101',4.0,b'A122',42.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
934,b'A11',12.0,b'A32',b'A43',1498.0,b'A61',b'A73',4.0,b'A92',b'A101',1.0,b'A123',23.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
935,b'A12',30.0,b'A33',b'A43',1919.0,b'A62',b'A72',4.0,b'A93',b'A101',3.0,b'A124',30.0,b'A142',b'A152',2.0,b'A174',1.0,b'A191',b'A201',2
936,b'A13',9.0,b'A32',b'A43',745.0,b'A61',b'A73',3.0,b'A92',b'A101',2.0,b'A121',28.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
937,b'A12',6.0,b'A32',b'A43',2063.0,b'A61',b'A72',4.0,b'A94',b'A101',3.0,b'A123',30.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',1
938,b'A12',60.0,b'A32',b'A46',6288.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A124',42.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',2
939,b'A14',24.0,b'A34',b'A41',6842.0,b'A65',b'A73',2.0,b'A93',b'A101',4.0,b'A122',46.0,b'A143',b'A152',2.0,b'A174',2.0,b'A192',b'A201',1
940,b'A14',12.0,b'A32',b'A40',3527.0,b'A65',b'A72',2.0,b'A93',b'A101',3.0,b'A122',45.0,b'A143',b'A152',1.0,b'A174',2.0,b'A192',b'A201',1
941,b'A14',10.0,b'A32',b'A40',1546.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A121',31.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A202',1
942,b'A14',24.0,b'A32',b'A42',929.0,b'A65',b'A74',4.0,b'A93',b'A101',2.0,b'A123',31.0,b'A142',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
943,b'A14',4.0,b'A34',b'A40',1455.0,b'A61',b'A74',2.0,b'A93',b'A101',1.0,b'A121',42.0,b'A143',b'A152',3.0,b'A172',2.0,b'A191',b'A201',1
944,b'A11',15.0,b'A32',b'A42',1845.0,b'A61',b'A72',4.0,b'A92',b'A103',1.0,b'A122',46.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
945,b'A12',48.0,b'A30',b'A40',8358.0,b'A63',b'A72',1.0,b'A92',b'A101',1.0,b'A123',30.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
946,b'A11',24.0,b'A31',b'A42',3349.0,b'A63',b'A72',4.0,b'A93',b'A101',4.0,b'A124',30.0,b'A143',b'A153',1.0,b'A173',2.0,b'A192',b'A201',2
947,b'A14',12.0,b'A32',b'A40',2859.0,b'A65',b'A71',4.0,b'A93',b'A101',4.0,b'A124',38.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
948,b'A14',18.0,b'A32',b'A42',1533.0,b'A61',b'A72',4.0,b'A94',b'A102',1.0,b'A122',43.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A201',2
949,b'A14',24.0,b'A32',b'A43',3621.0,b'A62',b'A75',2.0,b'A93',b'A101',4.0,b'A123',31.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
950,b'A12',18.0,b'A34',b'A49',3590.0,b'A61',b'A71',3.0,b'A94',b'A101',3.0,b'A123',40.0,b'A143',b'A152',3.0,b'A171',2.0,b'A192',b'A201',1
951,b'A11',36.0,b'A33',b'A49',2145.0,b'A61',b'A74',2.0,b'A93',b'A101',1.0,b'A123',24.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',2
952,b'A12',24.0,b'A32',b'A41',4113.0,b'A63',b'A72',3.0,b'A92',b'A101',4.0,b'A123',28.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
953,b'A14',36.0,b'A32',b'A42',10974.0,b'A61',b'A71',4.0,b'A92',b'A101',2.0,b'A123',26.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',2
954,b'A11',12.0,b'A32',b'A40',1893.0,b'A61',b'A73',4.0,b'A92',b'A103',4.0,b'A122',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
955,b'A11',24.0,b'A34',b'A43',1231.0,b'A64',b'A75',4.0,b'A92',b'A101',4.0,b'A122',57.0,b'A143',b'A151',2.0,b'A174',1.0,b'A192',b'A201',1
956,b'A13',30.0,b'A34',b'A43',3656.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A122',49.0,b'A142',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
957,b'A12',9.0,b'A34',b'A43',1154.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A121',37.0,b'A143',b'A152',3.0,b'A172',1.0,b'A191',b'A201',1
958,b'A11',28.0,b'A32',b'A40',4006.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A123',45.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
959,b'A12',24.0,b'A32',b'A42',3069.0,b'A62',b'A75',4.0,b'A93',b'A101',4.0,b'A124',30.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',1
960,b'A14',6.0,b'A34',b'A43',1740.0,b'A61',b'A75',2.0,b'A94',b'A101',2.0,b'A121',30.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',1
961,b'A12',21.0,b'A33',b'A40',2353.0,b'A61',b'A73',1.0,b'A91',b'A101',4.0,b'A122',47.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
962,b'A14',15.0,b'A32',b'A40',3556.0,b'A65',b'A73',3.0,b'A93',b'A101',2.0,b'A124',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
963,b'A14',24.0,b'A32',b'A43',2397.0,b'A63',b'A75',3.0,b'A93',b'A101',2.0,b'A123',35.0,b'A141',b'A152',2.0,b'A173',1.0,b'A192',b'A201',2
964,b'A12',6.0,b'A32',b'A45',454.0,b'A61',b'A72',3.0,b'A94',b'A101',1.0,b'A122',22.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
965,b'A12',30.0,b'A32',b'A43',1715.0,b'A65',b'A73',4.0,b'A92',b'A101',1.0,b'A123',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
966,b'A12',27.0,b'A34',b'A43',2520.0,b'A63',b'A73',4.0,b'A93',b'A101',2.0,b'A122',23.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',2
967,b'A14',15.0,b'A32',b'A43',3568.0,b'A61',b'A75',4.0,b'A92',b'A101',2.0,b'A123',54.0,b'A141',b'A151',1.0,b'A174',1.0,b'A192',b'A201',1
968,b'A14',42.0,b'A32',b'A43',7166.0,b'A65',b'A74',2.0,b'A94',b'A101',4.0,b'A122',29.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',1
969,b'A11',11.0,b'A34',b'A40',3939.0,b'A61',b'A73',1.0,b'A93',b'A101',2.0,b'A121',40.0,b'A143',b'A152',2.0,b'A172',2.0,b'A191',b'A201',1
970,b'A12',15.0,b'A32',b'A45',1514.0,b'A62',b'A73',4.0,b'A93',b'A103',2.0,b'A121',22.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
971,b'A14',24.0,b'A32',b'A40',7393.0,b'A61',b'A73',1.0,b'A93',b'A101',4.0,b'A122',43.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A201',1
972,b'A11',24.0,b'A31',b'A40',1193.0,b'A61',b'A71',1.0,b'A92',b'A102',4.0,b'A124',29.0,b'A143',b'A151',2.0,b'A171',1.0,b'A191',b'A201',2
973,b'A11',60.0,b'A32',b'A49',7297.0,b'A61',b'A75',4.0,b'A93',b'A102',4.0,b'A124',36.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
974,b'A14',30.0,b'A34',b'A43',2831.0,b'A61',b'A73',4.0,b'A92',b'A101',2.0,b'A123',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
975,b'A13',24.0,b'A32',b'A43',1258.0,b'A63',b'A73',3.0,b'A92',b'A101',3.0,b'A123',57.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
976,b'A12',6.0,b'A32',b'A43',753.0,b'A61',b'A73',2.0,b'A92',b'A103',3.0,b'A121',64.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
977,b'A12',18.0,b'A33',b'A49',2427.0,b'A65',b'A75',4.0,b'A93',b'A101',2.0,b'A122',42.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
978,b'A14',24.0,b'A33',b'A40',2538.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',47.0,b'A143',b'A152',2.0,b'A172',2.0,b'A191',b'A201',2
979,b'A12',15.0,b'A31',b'A40',1264.0,b'A62',b'A73',2.0,b'A94',b'A101',2.0,b'A122',25.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
980,b'A12',30.0,b'A34',b'A42',8386.0,b'A61',b'A74',2.0,b'A93',b'A101',2.0,b'A122',49.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
981,b'A14',48.0,b'A32',b'A49',4844.0,b'A61',b'A71',3.0,b'A93',b'A101',2.0,b'A123',33.0,b'A141',b'A151',1.0,b'A174',1.0,b'A192',b'A201',2
982,b'A13',21.0,b'A32',b'A40',2923.0,b'A62',b'A73',1.0,b'A92',b'A101',1.0,b'A123',28.0,b'A141',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
983,b'A11',36.0,b'A32',b'A41',8229.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A122',26.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',2
984,b'A14',24.0,b'A34',b'A42',2028.0,b'A61',b'A74',2.0,b'A93',b'A101',2.0,b'A122',30.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
